200;1.10E-04
201;1.90E-05
202;1.14E-04
203;8.27E-05
204;2.12E-05
205;2.18E-06
206;9.48E-05
207;4.98E-05
208;5.57E-05
209;1.14E-04
210;6.87E-05
211;2.00E-04
212;1.93E-04
213;7.33E-05
214;1.02E-04
215;1.64E-04
216;6.01E-05
217;3.47E-05
218;3.52E-05
219;3.60E-05
220;8.42E-05
221;9.74E-05
222;6.76E-05
223;6.38E-05
224;6.62E-05
225;9.96E-05
226;5.99E-05
227;1.72E-04
228;1.89E-04
229;7.80E-05
230;8.11E-05
231;2.29E-05
232;6.65E-05
233;1.12E-04
234;1.13E-05
235;2.91E-05
236;3.91E-05
237;5.62E-05
238;3.86E-05
239;3.68E-05
240;3.79E-05
241;1.25E-04
242;8.18E-05
243;9.57E-05
244;2.20E-04
245;3.36E-05
246;1.02E-04
247;3.66E-05
248;1.62E-04
249;1.18E-04
250;9.35E-05
251;5.52E-05
252;2.10E-05
253;3.94E-05
254;8.51E-05
255;5.93E-05
256;3.41E-05
257;1.04E-04
258;2.46E-04
259;6.34E-05
260;1.52E-04
261;8.49E-05
262;3.18E-05
263;3.35E-04
264;3.51E-04
265;1.93E-04
266;1.18E-04
267;1.02E-04
268;1.20E-05
269;9.49E-05
270;6.08E-05
271;6.86E-05
272;2.16E-04
273;3.22E-05
274;3.38E-06
275;1.59E-04
276;2.50E-04
277;1.27E-04
278;2.10E-05
279;3.89E-05
280;8.93E-05
281;8.72E-05
282;1.88E-04
283;1.68E-04
284;6.24E-05
285;1.10E-04
286;6.54E-06
287;1.78E-05
288;4.30E-05
289;3.61E-05
290;6.67E-05
291;4.83E-05
292;2.22E-04
293;1.44E-04
294;3.42E-05
295;8.29E-05
296;1.79E-05
297;1.20E-04
298;8.45E-05
299;2.06E-05
300;1.16E-04
301;5.50E-05
302;5.69E-05
303;1.43E-04
304;7.24E-05
305;4.95E-05
306;2.04E-04
307;2.18E-04
308;3.18E-04
309;1.09E-04
310;3.16E-05
311;1.22E-05
312;6.52E-05
313;3.75E-04
314;3.13E-04
315;7.63E-05
