450;73.58975349
453;74.77564087
456;76.15522596
459;77.68989251
462;79.33904233
465;81.06075895
468;82.81290878
471;84.55434092
474;86.24626385
477;87.85364648
480;89.34648019
483;90.70087742
486;91.89980507
489;92.93331875
492;93.79850033
495;94.4989327
498;95.04382952
501;95.44359038
504;95.71367939
507;95.88032979
510;95.96305563
513;95.98127624
516;95.95350897
519;95.89670547
522;95.82574535
525;95.75317618
528;95.68897371
531;95.64042497
534;95.6122962
537;95.60674292
540;95.62353903
543;95.66029813
546;95.71261487
549;95.7742614
552;95.83684439
555;95.89200056
558;95.93069472
561;95.9428848
564;95.91825576
567;95.84636696
570;95.71714334
573;95.52098312
576;95.24910868
579;94.89388733
582;94.44885069
585;93.90911342
588;93.27131573
591;92.53385041
594;91.69679318
597;90.7619211
600;89.73265108
603;88.63998006
606;87.46719622
609;86.22117665
612;84.90958168
615;83.54079461
618;82.12361914
621;80.66715931
624;79.18057758
627;77.67292819
630;76.15303127
633;74.62932832
636;73.10978844
639;71.6018377
642;70.11221874
645;68.64709108
648;67.21190288
651;65.8128311
654;64.45461059
657;63.13760709
660;61.86469118
663;60.6381725
666;59.4599122
669;58.33126515
672;57.25324585
675;56.22645356
678;55.25119301
681;54.32750681
684;53.45520837
687;52.63386341
690;51.86295807
693;51.14175965
696;50.46951342
699;49.84530368
702;49.26669382
705;48.73390229
708;48.2467306
711;47.80414303
714;47.40510794
717;47.04857039
720;46.73351223
723;46.45892239
726;46.22383609
729;46.02731145
732;45.86839358
735;45.74623393
738;45.6599641
741;45.60877639
744;45.5918923
747;45.60855952
750;45.658071
753;45.73653176
756;45.84631328
759;45.98676627
762;46.1573085
765;46.35734795
768;46.58632785
771;46.84372435
774;47.12898964
777;47.44161785
780;47.78110883
783;48.14695196
786;48.53866549
789;48.95573212
792;49.39768019
795;49.86399086
798;50.35417387
801;50.8748749
804;51.43329211
807;52.01469109
810;52.6184598
813;53.24400353
816;53.89066411
819;54.55778242
822;55.24466787
825;55.95059665
828;56.67478716
831;57.41648035
834;58.17484121
837;58.94900199
840;59.7380839
843;60.54115722
846;61.35726411
849;62.18540116
852;63.02455842
855;63.87366316
858;64.73163543
861;65.59734721
864;66.46967104
867;67.34742314
870;68.22941244
873;69.11444987
876;70.00129898
879;70.88873547
882;71.77551368
885;72.66037752
888;73.54208593
891;74.41940693
894;75.2910845
897;76.15592703
900;77.01269584
903;77.86016713
906;78.69723301
909;79.52276095
912;80.33567724
915;81.13488765
918;81.91942311
921;82.68826214
924;83.44053179
927;84.17530083
930;84.89179134
933;85.58923492
936;86.26690112
939;86.92416445
942;87.5604505
945;88.1751998
948;88.7679909
951;89.33842947
954;89.8861962
957;90.41098145
960;90.91260931
963;91.39094369
966;91.84584069
969;92.27733081
972;92.68545673
975;93.07027348
978;93.43195405
981;93.77067382
984;94.08669746
987;94.38030142
990;94.65181201
993;94.90163472
996;95.1301468
999;95.33782277
1002;95.52509833
1005;95.692486
1008;95.84056554
1011;95.96988506
1014;96.08100051
1017;96.1745428
1020;96.25106998
1023;96.31121477
1026;96.35564393
1029;96.38494983
1032;96.39977801
1035;96.40076746
1038;96.38856942
1041;96.36383793
1044;96.32716985
1047;96.27922257
1050;96.22063436
1053;96.15200627
1056;96.07392848
1059;95.98704182
1062;95.89190795
1065;95.78908841
1068;95.67916391
1071;95.56266505
1074;95.44013292
1077;95.31209613
1080;95.17904404
1083;95.04146538
1086;94.89982742
1089;94.75458625
1092;94.60618806
1095;94.45504791
1098;94.30157963
1101;94.14638936
1104;93.99014981
1107;93.83268822
1110;93.67434523
1113;93.51547019
1116;93.35633391
1119;93.19724572
1122;93.03848336
1125;92.88030519
1128;92.72295966
1131;92.56667381
1134;92.41169395
1137;92.25821733
1140;92.10643114
1143;91.95652196
1146;91.80867534
1150;91.61502126
